Date,Close,High,Low,Open,Volume,Ticker
2010-01-04,85.76847076416016,85.81387708876112,84.39108976976986,85.04194070080625,118944600,SPY
2010-01-05,85.99549102783203,86.0333334734251,85.40518582983796,85.71547771665084,111579900,SPY
2010-01-06,86.0560531616211,86.267957040175,85.8441492830672,85.91225876948195,116074400,SPY
2010-01-07,86.41928100585938,86.52523289600742,85.65490884926707,85.89708542302617,131091100,SPY
2010-01-08,86.7068862915039,86.74472873659897,86.01819882755613,86.19226021752192,126402800,SPY
2010-01-11,86.82797241210938,87.13068885935733,86.45713494852222,87.09285219042441,106375700,SPY
2010-01-12,86.01818084716797,86.43441878647512,85.68518587656605,86.25278779066737,163333500,SPY
2010-01-13,86.74474334716797,86.98692002430583,85.79873979991895,86.23768105764245,161822000,SPY
2010-01-14,86.97933959960938,87.13826748297711,86.59336858346106,86.64634454458363,115718800,SPY
2010-01-15,86.00304412841797,86.91120490849485,85.67004914788191,86.82796193730626,212283100,SPY
2010-01-19,87.07771301269531,87.13068896842462,85.9652121684335,85.98792109855702,139172700,SPY
2010-01-20,86.19225311279297,86.6160607479807,85.5035657056129,86.4874056835767,216490200,SPY
2010-01-21,84.53485870361328,86.4798413983842,84.42890678825194,86.21496160998083,344859600,SPY
2010-01-22,82.650390625,84.56509980128997,82.55957225704628,84.15642580641456,345942400,SPY
2010-01-25,83.07421875,83.55857772538009,82.80177512639551,83.40721374121581,186937500,SPY
2010-01-26,82.72608947753906,83.60398325568588,82.52175531825071,82.74879263146605,211168800,SPY
2010-01-27,83.11963653564453,83.30883719837306,81.98443255927334,82.62014401454712,271863600,SPY
2010-01-28,82.16608428955078,83.43751329452043,81.66659741649886,83.39210697168319,316104000,SPY
2010-01-29,81.27301025390625,83.09690683138818,81.14435523010178,82.52173538374961,310677600,SPY
2010-02-01,82.53687286376953,82.54444250492945,81.35626289637734,81.84818564077224,187865000,SPY
2010-02-02,83.53587341308594,83.69480127478081,82.40066945188319,82.68825815071328,216327900,SPY
2010-02-03,83.11963653564453,83.6115594135279,82.87745991830985,83.15747320382263,172730700,SPY
2010-02-04,80.55408477783203,82.5142010855291,80.53894548975634,82.47636441323314,356715700,SPY
2010-02-05,80.72055053710938,80.88704222279618,79.1464000856166,80.6448656744084,493585800,SPY
2010-02-08,80.1378402709961,81.22763804514302,80.0772946671109,80.78112143392303,224166900,SPY
2010-02-09,81.14439392089844,81.84822072793608,80.42542782505096,81.076278669148,337820500,SPY
2010-02-10,80.9854507446289,81.43196152313467,80.30432722543331,81.01572354258712,240511500,SPY
2010-02-11,81.83309173583984,81.92391015828542,80.4103044278783,80.87952428292566,223591600,SPY
2010-02-12,81.76494598388672,81.81035228799642,80.60703903752865,80.97030101829642,304622100,SPY
2010-02-16,83.05152893066406,83.13477769183449,81.59846909305651,82.38554461524724,159317500,SPY
2010-02-17,83.44506072998047,83.5585822808062,83.051520123644,83.45262459914184,168845100,SPY
2010-02-18,83.93696594238281,84.11102727961037,83.27854570526779,83.30881849738229,193708600,SPY
2010-02-19,84.11103820800781,84.43646354808986,83.52073311993932,83.7175034072773,222684900,SPY
2010-02-22,84.1261978149414,84.44405358930794,83.8764515176762,84.42135043027417,132346900,SPY
2010-02-23,83.10449981689453,84.15645507225172,82.88502634847485,83.8991449344849,207497000,SPY
2010-02-24,83.86886596679688,84.00509066911002,83.14233614577536,83.35423995516342,176350700,SPY
