Date,Close,High,Low,Open,Volume,Ticker
2010-01-04,28.012874603271484,28.012874603271484,27.58343095749078,27.590036658369865,16750400,VWO
2010-01-05,28.105363845825195,28.2044644607305,27.953407553399124,28.072330307523426,13083300,VWO
2010-01-06,28.277151107788086,28.303578957156766,28.118589052172887,28.151622603734516,16128000,VWO
2010-01-07,28.032691955566406,28.098759040197592,27.87412742403474,28.02608373492465,7696600,VWO
2010-01-08,28.204456329345703,28.237492378420555,27.966613409964967,28.05910829866248,7663100,VWO
2010-01-11,28.244104385375977,28.38945496882508,28.072328485179337,28.38945496882508,8068300,VWO
2010-01-12,27.83448028564453,27.96661693772179,27.649487964617563,27.940189103246936,11307800,VWO
2010-01-13,27.946794509887695,27.986436261186025,27.656095894590905,27.926974894387023,6855000,VWO
2010-01-14,27.8807373046875,27.98644615856991,27.808061995087492,27.887343005424828,6466600,VWO
2010-01-15,27.550384521484375,27.874116639339732,27.49092316020324,27.874116639339732,6679600,VWO
2010-01-19,28.02608871459961,28.0987640327855,27.68253678911787,27.695748192153324,6807700,VWO
2010-01-20,27.33896827697754,27.62966687985359,27.15397596578653,27.609847265199758,12561800,VWO
2010-01-21,26.54616355895996,27.2993395177671,26.539555337399573,27.233272423951696,13739200,VWO
2010-01-22,25.951541900634766,26.427232899317627,25.905294444684746,26.394199362252944,16390400,VWO
2010-01-25,26.202604293823242,26.427235899783305,26.063861910220805,26.354560597811282,13534300,VWO
2010-01-26,25.70049285888672,26.011011226571433,25.59478399578803,25.733526406049165,17390700,VWO
2010-01-27,25.627805709838867,25.687267075395447,25.244609682852687,25.46924122825567,13263300,VWO
2010-01-28,25.528705596923828,25.99778835799767,25.29746832605566,25.931721286405974,18574200,VWO
2010-01-29,25.264440536499023,25.885479719723037,25.152123464890646,25.806198711721585,16906200,VWO
2010-02-01,25.99118423461914,25.99118423461914,25.50888752592927,25.50888752592927,10503100,VWO
2010-02-02,26.11671257019043,26.162960026961986,25.753338615429335,25.971364500464418,19955200,VWO
2010-02-03,26.04404067993164,26.235638751774314,25.91190651205172,26.176177368109265,12056000,VWO
2010-02-04,24.854814529418945,25.614598565724258,24.795353148140286,25.60799034541685,16197300,VWO
2010-02-05,24.808561325073242,24.808561325073242,23.94307116719346,24.610357606796033,22357500,VWO
2010-02-08,24.34608268737793,24.795345763165525,24.306443458529927,24.66321163994305,9580200,VWO
2010-02-09,25.0926570892334,25.337108285470045,24.755710982004356,24.94730650321832,15141100,VWO
2010-02-10,25.013385772705078,25.244623139633575,24.762326259826793,25.132308567210668,8529400,VWO
2010-02-11,25.627805709838867,25.654233543485553,25.000158522363154,25.191756535856243,9560200,VWO
2010-02-12,25.343717575073242,25.436212489971005,24.973735395184775,25.145513825964116,8314000,VWO
2010-02-16,25.99118423461914,26.02421777241758,25.594776740443116,25.72691089163687,9061000,VWO
2010-02-17,26.090288162231445,26.176174859061415,25.918509727976588,26.162960939480467,8934700,VWO
2010-02-18,26.143136978149414,26.248845796942376,25.85904405508763,25.892077588404735,21926100,VWO
2010-02-19,25.971359252929688,26.083673762310976,25.786366942923944,25.86565044162506,8423900,VWO
2010-02-22,25.984580993652344,26.143142998205796,25.931725311936113,26.12992907777674,11123200,VWO
2010-02-23,25.403186798095703,25.9845868259834,25.376758951305764,25.865664035726866,10393500,VWO
2010-02-24,25.720308303833008,25.80619752873771,25.482462770433944,25.601385537133474,6389200,VWO
2010-02-25,25.515493392944336,25.522101612725855,25.00676884255569,25.11247767638337,12701600,VWO
2010-02-26,25.740127563476562,25.799588945991534,25.3767535682396,25.541923795192552,10527800,VWO
2010-03-01,26.169570922851562,26.242246225295258,25.99779247702145,26.06386207937827,7483700,VWO
2010-03-02,26.466873168945312,26.61882944714312,26.341342206736158,26.447051031582337,8403900,VWO
2010-03-03,26.53293800354004,26.823636617296746,26.453657021660387,26.61221898541969,14434400,VWO
2010-03-04,26.361164093017578,26.585795658713316,26.262060968038192,26.56597352153914,29887400,VWO
2010-03-05,27.12755012512207,27.127550125122074,26.64525352232133,26.698106667135345,11541900,VWO
2010-03-08,27.120943069458008,27.246474019329124,27.081303839222443,27.187012653678842,11589900,VWO
2010-03-09,27.233264923095703,27.35879337488991,26.975599799767007,27.002025117836,14900000,VWO
2010-03-10,27.286117553710938,27.52396305383012,27.25308401653824,27.305939692252426,7895100,VWO
2010-03-11,27.391828536987305,27.405042456954057,27.087915938644652,27.24648045794812,9597100,VWO
2010-03-12,27.319154739379883,27.517361029481375,27.253087656211168,27.517361029481375,8243500,VWO
2010-03-15,27.134159088134766,27.193620458390974,26.922741442845396,27.101125553614015,8356000,VWO
2010-03-16,27.45128631591797,27.457894535183314,27.127554140237738,27.233262965808436,7216800,VWO
2010-03-17,27.728778839111328,27.860913006016453,27.616461772884747,27.728778839111325,6937400,VWO
2010-03-18,27.550384521484375,27.695732555496335,27.398428269387423,27.66269902596165,7431800,VWO
2010-03-19,27.279516220092773,27.63628452736722,27.193626993460537,27.279516220092773,20515100,VWO
2010-03-22,27.3455867767334,27.418262091549053,26.949179176300106,27.002032346885454,14956200,VWO
2010-03-23,27.56360626220703,27.570211961870516,27.286118990688806,27.405041747011264,9365300,VWO
2010-03-24,27.193613052368164,27.378602811541196,27.14736561257491,27.25968010341669,7008200,VWO
2010-03-25,27.054882049560547,27.47111170209771,27.041668129764407,27.398436403367686,21332300,VWO
2010-03-26,27.246484756469727,27.39183285843965,27.015244901016512,27.279518301449347,9028600,VWO
2010-03-29,27.74199104309082,27.74199104309082,27.471111985221953,27.55699868433578,8973200,VWO
2010-03-30,27.83448028564453,27.887333434297226,27.642882266147357,27.814658149639882,5687300,VWO
