Date,Close,High,Low,Open,Volume,Ticker
2010-01-04,24.48872947692871,24.96695997867964,24.29633849832328,24.85702347485048,2408400,VNQ
2010-01-05,24.461246490478516,24.5052227715823,24.147922826779805,24.461246490478516,2054200,VNQ
2010-01-06,24.417266845703125,24.64813809588465,24.35130453003878,24.472237189510256,2471200,VNQ
2010-01-07,24.681119918823242,24.791056410921556,24.158913193739544,24.439254603636925,2091700,VNQ
2010-01-08,24.49971580505371,24.653628539303334,24.28533675466209,24.631642503627486,2682000,VNQ
2010-01-11,24.64264488220215,24.76907354182519,24.505222152580867,24.664630925294173,1924800,VNQ
2010-01-12,24.230379104614258,24.60966512122788,24.109446419503545,24.422770106467983,3124500,VNQ
2010-01-13,24.719602584838867,24.780068924580224,24.257862104973874,24.28534623297325,2133000,VNQ
2010-01-14,24.697622299194336,24.76908273224561,24.510727233686914,24.686628225116813,1594700,VNQ
2010-01-15,24.51071548461914,24.653634185309233,24.406274976303465,24.598665938175554,5577000,VNQ
2010-01-19,25.010936737060547,25.082397143442535,24.439257679813526,24.483233959711498,2454200,VNQ
2010-01-20,24.730587005615234,24.824033423731496,24.488721741024936,24.824033423731496,3339900,VNQ
2010-01-21,24.021499633789062,24.884514426371233,23.97752334267164,24.725103516428035,4233400,VNQ
2010-01-22,23.416828155517578,24.19189212990277,23.345369858498458,23.93903485528725,5039500,VNQ
2010-01-25,23.581737518310547,23.713662143650108,23.141983175434362,23.713662143650108,3749000,VNQ
2010-01-26,23.36185646057129,23.73564633169273,23.317880194837585,23.34536640937303,3352900,VNQ
2010-01-27,23.570755004882812,23.603735128933135,23.01006983007079,23.43333222959276,3714400,VNQ
2010-01-28,23.367366790771484,23.763145037731583,23.141993532786994,23.752150964548797,3750000,VNQ
2010-01-29,23.23543357849121,23.735652191739362,23.076022721205554,23.537763140888792,4096200,VNQ
2010-02-01,23.658695220947266,23.691675330672552,23.356365666008184,23.41133391348648,2839200,VNQ
2010-02-02,23.983009338378906,24.098443899017486,23.460802677565997,23.73014998572269,3270000,VNQ
2010-02-03,23.59274673461914,23.906072666858222,23.455323926248138,23.90057458025622,3079200,VNQ
2010-02-04,22.718725204467773,23.42232886380876,22.718725204467773,23.394844739035314,3942800,VNQ
2010-02-05,23.136484146118164,23.240924635514705,22.460364763711045,22.80667052925259,5100500,VNQ
2010-02-08,22.63077735900879,23.301401046922322,22.575809098024457,23.229940630118893,2969600,VNQ
2010-02-09,22.5593204498291,22.982582795971826,22.383419487393795,22.911122374699712,4785200,VNQ
2010-02-10,22.60329246520996,22.88363603871527,22.169038185526986,22.60329246520996,2893900,VNQ
2010-02-11,22.817672729492188,22.828666801237425,22.317453998060298,22.592299500976825,2706400,VNQ
2010-02-12,23.087026596069336,23.087026596069336,22.465875055279735,22.531839498183086,3385000,VNQ
2010-02-16,23.741147994995117,23.763136133121215,23.28490566185209,23.328879841200017,2730300,VNQ
2010-02-17,23.95553207397461,24.04897852687917,23.76863707126097,23.807115269151613,3139000,VNQ
2010-02-18,24.312829971313477,24.37879229683572,23.78512717332651,23.862083569253212,2737200,VNQ
2010-02-19,24.329326629638672,24.4612534133828,24.109451452605253,24.202897931040813,3250100,VNQ
2010-02-22,24.38978385925293,24.554690704553515,24.268853291048128,24.406276011616,1757800,VNQ
2010-02-23,24.202896118164062,24.466747568983877,24.147927852249286,24.30184067433461,2715900,VNQ
2010-02-24,24.450258255004883,24.455756339907165,24.208394941929377,24.246873148625365,2965400,VNQ
2010-02-25,24.543703079223633,24.593175351266485,24.03249030041573,24.186403103702524,2067000,VNQ
2010-02-26,24.532705307006836,24.80205267212507,24.422766708285277,24.60416361380714,1784300,VNQ
2010-03-01,24.74159049987793,24.83503905842718,24.587677693919996,24.681126252469248,1849600,VNQ
2010-03-02,24.752580642700195,24.884507381800265,24.69211430798368,24.840531103132115,1575400,VNQ
2010-03-03,24.68661117553711,24.8570160606923,24.648132991292997,24.813039794754015,1884000,VNQ
2010-03-04,24.840539932250977,24.86802616464024,24.670137034106226,24.692123084350463,1557300,VNQ
2010-03-05,25.51665496826172,25.566127241662464,24.87351751095678,24.92848577166661,2161800,VNQ
