Date,Close,SMA_20,EMA_20,MACD,MACD_Signal,MACD_Hist,RSI,ROC,BB_Width,ATR,OBV
2010-01-04,40.48581314086914,,,,,,,,,0.0,62822800
2010-01-05,40.48581314086914,,,,,,,,,0.0,125758400
2010-01-06,40.24159240722656,,,,,,,,,0.0,29725400
2010-01-07,40.26778030395508,,,,,,,,,0.0,106819500
2010-01-08,40.59920120239258,,,,,,,,,0.0,195706100
2010-01-11,40.4334831237793,,,,,,,,,0.0,91032700
2010-01-12,39.927642822265625,,,,,,,,,0.0,358800
2010-01-13,40.42476272583008,,,,,,,,,0.0,101019800
2010-01-14,40.459651947021484,,,,,,,,,0.0,176228800
2010-01-15,39.98866653442383,,,,,,,,,0.0,49379500
2010-01-19,40.63408279418945,,,,,,,,,0.0,133767700
2010-01-20,40.04972839355469,,,,,,,,,0.0,-11912300
2010-01-21,39.67469787597656,,,,,,,-2.003455536561233,,0.0,-216851900
2010-01-22,38.514713287353516,,,,,,26.685533121731552,-4.8686186607077495,,0.6167443127211593,-387950600
2010-01-25,38.64554977416992,,,,,,29.238662862082634,-3.9661517787502465,,0.6025938551164371,-233731900
2010-01-26,38.6804313659668,,,,,,29.939166840380892,-3.9419827117522366,,0.6118812313332975,-92915400
2010-01-27,38.98569107055664,,,,,,35.917900093365674,-3.974241078764994,,0.6205052243797515,68717300
2010-01-28,37.98271179199219,,,,,,27.587683714320363,-6.06124217467129,,0.6621531685126689,-152722500
2010-01-29,37.319862365722656,,,,,,23.679109847197225,-6.5312657402573775,,0.7014498177958152,-364822100
2010-02-01,37.72977066040039,39.57658233642578,39.232167902436814,,,,30.25940313506743,-6.666686168840955,10.524875472203158,0.6818713989722844,-227995000
2010-02-02,38.069915771484375,39.45578746795654,39.12147722329849,,,,35.24841394051491,-5.906467457175035,10.833734881774328,0.6798893162777366,-117267300
2010-02-03,38.27925109863281,39.345459365844725,39.041265211425575,,,,38.17947231628851,-4.274749782715268,10.883085626191003,0.665589545950299,-23685700
2010-02-04,37.171592712402344,39.191959381103516,38.863201163899554,,,,30.350741493177154,-8.521147380942569,11.719516319779572,0.6971658916845968,-175338200
2010-02-05,37.48556900024414,39.05284881591797,38.73199810069428,,,,34.45359499580505,-6.402438908232906,12.062323683850295,0.7034360499531861,38280400
2010-02-08,37.21520233154297,38.88364887237549,38.587541360775106,,,,32.66897402722026,-6.199153808611214,12.204705230494323,0.6868312555868467,-56074000
2010-02-09,37.59893798828125,38.74192161560059,38.49338865863283,-0.7499267823769316,,,37.60866114774163,-2.377728459873969,11.995828084654603,0.6901003639456664,62882000
2010-02-10,37.52045440673828,38.62156219482422,38.400728253690495,-0.7337401205580889,,,37.01060530364998,-2.9113193472632046,11.98773486901579,0.6756940879839145,-31220900
2010-02-11,38.087364196777344,38.504692268371585,38.370884057794,-0.6674729792375587,,,43.94470859894691,-1.5332485917188265,11.273880477254794,0.6915966767891003,61829900
2010-02-12,38.165855407714844,38.39000244140625,38.35135751969122,-0.6016863419545189,,,44.849942063847635,-2.102914275286415,10.310692177829477,0.6870510920418589,155768400
2010-02-16,38.65426254272461,38.32328224182129,38.380205617122975,-0.5043260274219676,,,50.23526035048052,1.7680431939933354,9.62574745617637,0.6747310825705218,239629800
2010-02-17,38.87230682373047,38.23519344329834,38.427072398704645,-0.4049054277800792,,,52.46682567830574,4.159834360572812,8.041276058639655,0.6458482725937421,322321500
2010-02-18,39.11652374267578,38.18853321075439,38.492734431463795,-0.30291579717292905,,,54.90589088547215,3.675487706398569,7.126060059960926,0.6296189671363797,388074100
2010-02-19,39.099063873291016,38.15975151062012,38.55048009259019,-0.2209501696433449,,,54.689826560458414,2.7033106875889295,6.571672790914458,0.6114340629175492,307657600
2010-02-22,39.02059555053711,38.185045623779295,38.59525299334704,-0.16047371604761906,-0.42001574714926365,0.2595420311016446,53.667675761401995,1.9366743878925439,6.8142527699974655,0.5970398136465184,235602600
2010-02-23,38.514713287353516,38.178503799438474,38.58758254515718,-0.15161839914199504,-0.36633627754780995,0.2147178784058149,47.50351522038417,3.6132984274925577,6.7733182423246845,0.6036109464243639,139788200
2010-02-24,38.90718460083008,38.18984146118164,38.61802083617365,-0.11164437486006307,-0.3153978970102606,0.20375352215019754,52.10013510636928,3.7924343647462804,6.8823777243610245,0.5997430852466322,226379200
2010-02-25,38.898475646972656,38.18548069000244,38.644730818154514,-0.07974812566073552,-0.2682679427403556,0.18851981707962007,51.99134680645493,4.523079843644902,6.830516250825217,0.6111029376179005,128417900
2010-02-26,39.038021087646484,38.23824615478516,38.682187034296604,-0.04271754625524693,-0.22315786344333385,0.18044031718808692,53.66099284052999,3.82745677501254,7.0692551319190695,0.5961094599362262,194640300
2010-03-01,39.60493469238281,38.35249977111816,38.770067763638146,0.03200570290186988,-0.1721251501742931,0.204130853076163,59.780634758666125,5.555583797167927,7.336801801431298,0.599007945984314,271930400
2010-03-02,39.7270393371582,38.45236320495606,38.861207913497196,0.09992536318764422,-0.11771504750190566,0.21764041068954987,60.97602786696949,4.30503705089573,7.7842546394990535,0.583632591305589,348298900
2010-03-03,39.7706413269043,38.537399482727054,38.94782061953597,0.15547824307006408,-0.06307638938751171,0.21855463245757578,61.41701926579524,4.204768639523436,8.253600701077026,0.5662404863539946,414034400
2010-03-04,39.901466369628906,38.618510246276855,39.03864402430673,0.20766693307483308,-0.008927724895042753,0.21659465796987584,62.776234428791554,3.2265622077921186,8.760919412273005,0.5513366500891578,468505300
2010-03-05,40.50325012207031,38.78509311676025,39.17813031933183,0.2941944746342955,0.051696715010824894,0.2424977596234706,68.3070519456794,4.195643201046659,8.99453688254101,0.561169893090579,536641600
2010-03-08,40.581748962402344,38.93990211486816,39.31180828533854,0.3648960802172425,0.11433658805210842,0.25055949216513407,68.95504087164264,3.745796097233494,9.26561628108492,0.5335461375830038,595354000
2010-03-09,40.80852508544922,39.119568252563475,39.45435274249194,0.43422111913391603,0.17831349426846993,0.2559076248654461,70.81170135870443,4.372128237387172,9.186591083175886,0.5359288561213295,693356800
2010-03-10,41.139930725097656,39.296617889404295,39.614883978930585,0.510024136614561,0.24465562273768818,0.2653685138768729,73.32261571114088,5.43132452147152,9.463304862511421,0.5281728028553674,795935700
2010-03-11,41.29691696166992,39.485441017150876,39.77507759633433,0.5761248428388939,0.31094946675792934,0.26517537608096453,74.44411848208554,7.223742400881264,9.454308369249079,0.5134961298174285,863446000
2010-03-12,41.3056526184082,39.64635543823242,39.920846646055644,0.6220444816679844,0.37316846973994033,0.2488760119280441,74.50833901509303,6.164588988345752,9.64046583136811,0.5036057254592397,927514300
2010-03-15,41.20098876953125,39.798112106323245,40.04276494352951,0.6425833277727406,0.4270514413465004,0.21553188642624022,72.16834049426228,5.919288826264818,9.541550446075115,0.49691372693669184,867363800
2010-03-16,41.46263885498047,39.938530921936035,40.17799103033437,0.6722245008789969,0.4760860532529997,0.1961384476259972,74.3380851322665,6.210913616472354,9.785607977669265,0.4850929567127779,942314400
2010-03-17,41.576026916503906,40.073716926574704,40.31113730520765,0.6968321656179199,0.5202352757259838,0.17659688989193612,75.23897013731485,4.976885429633576,10.049216276236075,0.47349366320003167,1017957900
2010-03-18,41.71555709838867,40.20366859436035,40.44489157122489,0.7193011805281913,0.5600484566864253,0.15925272384176592,76.33971285863612,5.00545168834299,10.366796342693139,0.4571161085264019,1095787300
2010-03-19,41.46323776245117,40.32187728881836,40.54187692277026,0.7085799069440384,0.5897547467379479,0.11882516020609046,70.25730342089128,4.255894245290574,10.357067122751703,0.46375425664886416,1009450200
2010-03-22,41.838680267333984,40.462781524658205,40.6653820032049,0.7220548934776545,0.6162147760858893,0.10584011739176524,73.62474029377826,4.854994249483505,10.370656915119,0.48426193009637536,1081353000
2010-03-23,42.12678146362305,40.64338493347168,40.804562904197105,0.7473661049275933,0.6424450418542301,0.10492106307336313,75.88135937023574,4.008397688234082,9.923118738939193,0.4827245572233574,1140535600
2010-03-24,41.925987243652344,40.794325065612796,40.91136522224046,0.7426620609670351,0.6624884456767912,0.08017361529024392,71.30250206684306,3.312420769482835,9.432282163941618,0.46944674046182483,1077539900
